SiteName,Municipality,ProgramCategory,EnforcementTypeDescription,IssuedDate,DocumentNumber,PenaltyCashAssessed,Comment
,,HAULER,Notice Of Non-Compliance,8/23/19,,0,"DISPOSAL OF RECYCLABLES AT RAYNHAM TS. DOOLEY WAS PURCHASED BY UMM, UMM ISSUED RESPONSE TO NON"
,,GEN-SW,Notice Of Non-Compliance,9/13/18,,0,OBSERVED CARDBOARD 8/22/2018 AT WHEELABRATOR MILLBURY HAULED BY KLT
,,GEN-SW,Notice Of Non-Compliance,8/27/18,,0,OBSERVED CARDBOARD 8/15/2018 AT HOLLISTON TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,8/22/18,,0,ISSUED NON TO AIM LIBRARY FOR WASTEBAN INSPECTION CONDUCTED AT BRAINTREE TS. LOAD WAS FAILED BY RECYCLEMATERIAL (PAPER) SENT BY AW WASTE TRUCK# 34907
,,GEN-SW,Notice Of Non-Compliance,8/20/18,,0,WASTE BAN VIOLATIONS OBSERVED AT HOLYOKE TRANSFER STATION ON 8/14/2018.
,,GEN-SW,"Administrative Consent Order, With Penalty",8/17/18,,946,WASTE BAN VIOLATION FOR DISPOSAL OF CARDBOARD AND METAL FROM CERO INSPECTION AT HOLLISTON TS.
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,OBSERVED CARDBOARD 8/1/2018 AT COVANTA HAVERHILL HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,"OBSERVED CARDBOARD, FOOD 7/13/2018 AT HUDSON TS HAULED BY BP"
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,OBSERVED CARDBOARD & FOOD 8/1/2018 AT COVANTA HAVERHILL HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,OBSERVED CARDBOARD & FOOD 8/1/2018 AT COVANTA HAVERHILL HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,"OBSERVED CARDBOARD, YARD WASTE, GYPSUM 7/11/2018 AT HOLLISTON TS HAULED BY JRM"
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,OBSERVED FOOD 8/1/2018 AT COVANTA HAVERHILL HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,"OBSERVED CARDBOARD, WOOD, GYPSUM 7/11/2018 AT HOLLISTON TS HAULED BY LAWRENCE WASTE SERVICES"
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,OBSERVED FOD 7/27/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY KLT
,,GEN-SW,Notice Of Non-Compliance,8/13/18,,0,OBSERVED CARDBOARD 7/27/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY BAY STATE
,,GEN-SW,Notice Of Non-Compliance,7/23/18,,0,"OBSERVED CARDBOARD, FOOD, BOTTLES, CANS 7/3/2018 AT/HAULED BY EL HARVEY"
,,GEN-SW,Notice Of Non-Compliance,7/23/18,,0,OBSERVED CARDBOARD 6/27/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY BAY STATE
,,GEN-SW,Notice Of Non-Compliance,7/23/18,,0,OBSERVED FOOD 6/5/2018 AT/HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,7/23/18,,0,OBSERVED CARDBOARD & FOOD 6/20/2018 AT DEVENS RECYCLING HAULED BY REPUBLIC
,,GEN-SW,"Administrative Consent Order, No Penalty",6/27/18,,0,COMBINED ACO WITH FOR CLM DEVELOPMENT FMF#590971
,,GEN-SW,"Administrative Consent Order, No Penalty",6/27/18,,0,COMBINED ACO WITH 79 HAMMOND STREET REALTY TRUST
,,GEN-SW,Notice Of Non-Compliance,6/18/18,,0,"CARDBOARD IN WASTE LOAD AT NEW ENGLAND WASTE DISPOSAL ON JUNE 15, 2018 , DELIVERED BY ""A CONTAINER CORPORATION"""
,,GEN-SW,Notice Of Non-Compliance,6/8/18,,0,OBSERVED 70% CARDBOARD 5/30/2018 AT AUBURN TS HAULED BY AABLE TRUCKING
,,GEN-SW,Notice Of Non-Compliance,6/8/18,,0,"OBSERVED 40% FOOD, BOTTLES, AND CARDBOARD 5/18/2018 AT AUBURN TS HAULED BY JRM"
,,GEN-SW,Notice Of Non-Compliance,6/8/18,,0,FOUND 35% CARDBOARD 5/31/2018 AT HOLLISTION TS HAULED BY HA SANCOMB
,,GEN-SW,Notice Of Non-Compliance,6/8/18,,0,OBSERVED CARDBOARD 5/9/2018 AT HUDSON TS HAULED BY BP
,,GEN-SW,Notice Of Non-Compliance,6/8/18,,0,OBSERVED 80% CARDBOARD 5/30/2018 AT AUBURN TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,6/8/18,,0,OBSERVED CARDBOARD & 5 TIRES 5/30/2018 AT AUBURN TS HAULED BY CASELLA
,,GEN-SW,"Administrative Consent Order, With Penalty",5/17/18,,946,WASTE BAN VIOLATION OBSERVED BY CERO STAFF AT LYNN TS. DISPOSAL OF FOOD MATERIAL AND CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,5/15/18,,0,OBSERVED CARDBOARD 4/24/2018 AT AUBURN TS HAULED BY SERVICE PLUS
,,GEN-SW,Notice Of Non-Compliance,5/15/18,,0,OBSERVED CARDBOARD 3RD TIME AT AUBURN TS 4/24/2018 HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,5/15/18,,0,"OBSERVED CARDBOARD, FOOD, BOTTLES & CANS 4/20/2018 AT MELROSE TS HAULED BY WAST MGMT"
,,GEN-SW,Notice Of Non-Compliance,5/15/18,,0,OBSERVED CARDBOARD & FOOD 4/24/2018 AT AUBURN TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,4/25/18,,0,OBSERVED CARDBOARD AT WHEELABRATOR MILLBURY HAULED BY WASTE MGMT 3/30/18
,,GEN-SW,Notice Of Non-Compliance,4/25/18,,0,OBSERVED CARDBOARD AT DEDHAM TS HAULED BY WASTE MGMT 1/12/18
,,GEN-SW,Notice Of Non-Compliance,4/24/18,,0,OBSERVED ON 4/18/2018 AT COVANTA PITTSFIELD FACILITY IN PITTSFIELD WASTE DELIVERED FOR DISPOSAL BY A CAVALIER MANAGEMENT TRUCK THAT CONTAINED RECYCLABLE PAPER (CARDBOARD) AND A TV.
,,GEN-SW,Notice Of Non-Compliance,4/6/18,,0,OBSERVED CARDBOARD 3/28/2018 AT HOLLISTON TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,4/6/18,,0,OBSERVED CARDBOARD 3/28/2018 AT HOLLISTON TS HAULED BY CASELLA
,,HAULER,Notice Of Non-Compliance,9/19/19,,0,DISPOSAL OF CARDBOARD AT SUAGUS WHEELABRATOR
,,GEN-SW,Notice Of Non-Compliance,4/6/18,,0,OBSERVED CARDBOARD AND FOOD 3/28/2018 AT HOLLISTON TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,4/3/18,,0,OBSERVED CARDBOARD 3/27/2018 AT AUBURN TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,4/3/18,,0,OBSERVED CARDBOARD 3/23/2018 AT WHEELABRATOR NORTH ANDOVER HAULED BY JRM
,,GEN-SW,"Administrative Consent Order, With Penalty",3/21/18,,946,WASTE BAN VIOLATION FOR DISPOSAL OF CARDBOARD
,,HAULER,Notice Of Non-Compliance,3/24/16,,0,CRTS AND WHITE GOODS OBSERVED DISPOSED BY A SPRINGFIELD REAR PACKER AT MCNAMARA T.S. ON 2/11/16.
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED CARDBOARD 3/2/2018 AT COVANTA HAVERHILL HAULED BY NASHUA DISPOSAL
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED 100% CARDBOARD 2/28/2018 AT PEABODY WOOD TS HAULED BY G&J
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED CARDBOARD 3/2/2018 AT COVANTA HAVERHILL HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED CARDBOARD 2/22/2018 AT HOLLISTON TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED CARDBOARD & FOOD 2/28/2018 AT PEABODY WOOD TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED CARDBOARD & GYPSUM 2/28/2018 AT PEABODY WOOD TS HAULED BY NE SOLID WASTE CONSULTANTS
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED CARDBOARD & METAL 2/23/2018 AT LEOMINSTER TS FROM ENERGY MGMT HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED CARDBOARD 2/16/2018 AT AUBURN TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,3/19/18,,0,OBSERVED 70% CARDBOARD 2/12/2018 AT EL HARVEY HAULED BY EL HARVEY
,,GEN-SW,Notice Of Non-Compliance,3/5/18,,0,OBSERVED CARDBOARD 2/16/2018 AT AUBURN TS HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,2/14/18,,0,FOR CARDBOARD OBSERVED 1/19/18 AT PEABODY WOOD TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,2/14/18,,0,FOR CARDBOARD AND FOOD OBSERVED 12/20/17 AT DEVENS RECYCLING HAULED BY REPUBLIC
,,GEN-SW,Notice Of Non-Compliance,2/14/18,,0,FOR CARDBOARD OBSERVED 12/22/17 AT MELROSE TS HAULED BY EL HARVEY
,,GEN-SW,"Administrative Consent Order, With Penalty",1/30/18,,1000,WASTE BAN VIOLATION FOR DISPOSAL OF CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,1/22/18,,0,OBSERVED 40% CARDBOARD 11/29/2017 AT PEABODY WOOD TS HAULED BY REPUBLIC
,,HAULER,Notice Of Non-Compliance,1/30/20,,0,CARDBORAD OBS AT BRAINTREE TS 1/3/20
,,GEN-SW,Notice Of Non-Compliance,12/28/17,,0,OBSERVED CARDBOARD 11/29/2017 AT PEABODY WOOD TS HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,12/28/17,,0,OBSERVED CARDBOARD 11/29/2017 AT PEABOCY WOOD TS HAULED BY HILTZ
,,GEN-SW,Notice Of Non-Compliance,12/28/17,,0,OBSERVED CARDBOARD 11/30/2017 AT WHEELABRATOR NORTH ANDOVER HAULED BY G MELLO. NON RESCINDED.
,,GEN-SW,Notice Of Non-Compliance,12/28/17,,0,OBSERVED CARDBOARD/PAPER 11/30/2017 AT WHEELABRATOR NORTH ANDOVER HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,12/28/17,,0,OBSERVED CARDBOARD 11/29/2017 AT PEABODY WOOD TS HAULED BY CASELLA
,,GEN-SW,Notice Of Non-Compliance,12/28/17,,0,OBSERVED CARDBOARD 12/13/2017 AT COVANTA HAVERHILL FROM OAKRIDGE VILLAGE HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,11/6/17,,0,11/1/2017 OBSERVED CARDBOARD AT DEDHAM TS HAULED BY WASTE MGMT TRUCK 414332
,,GEN-SW,Notice Of Non-Compliance,11/6/17,,0,"10/13/2017 OBSERVED CARDBOARD, FOOD, BOTTLES AT WHEELABRATOR N ANDOVER HAULED BY WASTE MGMT TRUCK 411167"
,,GEN-SW,Notice Of Non-Compliance,11/6/17,,0,10/6/2017 OBSERVED CARDBOARD & FOOD AT LYNN TS HAULED BY EOMS TRUCK 28
,,GEN-SW,Notice Of Non-Compliance,11/6/17,,0,10/6/2017 OBSERVED CARDBOARD & FOOD AT LYNN TS HAULED BY BP TRUCKING # 65
,,GEN-SW,Notice Of Non-Compliance,11/6/17,,0,9/21/2017 OBSERVED CARDBOARD FROM GRANDIS REALTY MGMT AT AUBURN TS HAULED BY WASTE MGMT TRUCK 411197
,,GEN-SW,"Administrative Consent Order, With Penalty",11/3/17,,4000,ACOP FOR MULTIPLE WASTE BAN VIOLATIONS - DISPOSAL OF CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,10/26/17,,0,"ON 10/24/2017, TWO (2) GOODWILL INDUSTRIES TRUCKS AT THE FP MCNAMARA TRANSFER STATION IN SPRINGFIELD CONTAINED WASTE FROM GOODWILL INDUSTRIES INCLUDING THE FOLLOWING BANNED MATERIALS: RECYCLABLE PAPER (CARDBOARD) AND A TELEVISION."
,,GEN-SW,Notice Of Non-Compliance,10/12/17,,0,"NON FOR DISPOSAL OF CARDBOARD, BOTTLES AND CANS AND WHITE GOOD (DISHWASHER) AT HOWARD TS ON 9/14/17. TRASH COLLECTION CONTRACTED BY CONCORDE ENTERTAINMENT/THE LYONS GROUP. HOUSE OF BLUES SHARES THEIR DUMPSTER."
,,GEN-SW,Notice Of Non-Compliance,10/11/17,,0,NON FOR DISPOSAL OF CARDBOARD AT HOWARD TS ON 9/14/17
,,GEN-SW,Notice Of Non-Compliance,10/11/17,,0,NON FOR DISPOSAL OF CARDBOARD FROM ASSEMBLY ROW AT HOWARD TS ON 9/14/17
,,GEN-SW,Notice Of Non-Compliance,10/10/17,,0,NON FOR DISPOSAL OF CARDBOARD AT HOWARD TS ON 9/14/17
,,GEN-SW,Notice Of Non-Compliance,10/10/17,,0,NON FOR DISPOSAL OF CARDBOARD AT HOWARD TS ON 9/14/17
,,GEN-SW,Notice Of Non-Compliance,10/10/17,,0,NON FOR DISPOSAL OF CARDBOARD AT HOWARD TS ON 9/14/17
,,GEN-SW,Notice Of Non-Compliance,10/10/17,,0,NON FOR DISPOSAL OF CARDBOARD AT HOWARD TS ON 9/14/17
,,GEN-SW,"Administrative Consent Order, With Penalty",9/26/17,,3000,PAID PENALTY ON 10/24/17 CARDBOARD FOOD
,,GEN-SW,Notice Of Non-Compliance,9/25/17,,0,NON FOR DISPOSAL OF CARDBOARD AND METAL AT HOWARD TS ON 9/14/17
,,GEN-SW,Notice Of Non-Compliance,9/25/17,,0,8/29/2017 OBSERVED BOTTLES & CARDBOARD AT AKS HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,9/25/17,,0,OBSERVED FOOD & CARDBOARD 9/7/2017 AT COVANTA HAVERHILL HAULED BY CHARLES GEORGE
,,GEN-SW,Notice Of Non-Compliance,9/25/17,,0,8/18/2017 OBSERVED CARDBOARD & PAPER AT WHEELABRATOR NORTH ANDOVER HAULED BY EL HARVEY
,,GEN-SW,"Administrative Consent Order, With Penalty",9/25/17,,860,WASTE BAN VIOLATION
,,GEN-SW,Notice Of Non-Compliance,9/25/17,,0,NON FOR DISPOSAL OF CARDBOARD AT HOWARD TS ON 9/14/17
,,GEN-SW,Notice Of Non-Compliance,9/12/17,,0,NON FOR DISPOSAL OF CARDBOARD AT CRAPO HILL LANDFILL ON 8/24/17. RESPONSE RECVEIVED FROM CLARK'S COVE LEASING AND STORAGE - CURRENTLY MANAGES THIS BUILDING
,,GEN-SW,Notice Of Non-Compliance,9/12/17,,0,NON FOR DISPOSAL OF CARDBOARD AT CRAPO HILL LANDFILL ON 8/24/17
,,GEN-SW,"Administrative Consent Order, With Penalty",9/6/17,,860,ACOP FOR WASTE BAN VIOLATION - DISPOSAL OF CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,8/24/17,,0,8/9/17 OBSERVED CARDBOARD & FOOD @ MELROSE TS HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,8/24/17,,0,8/11/17 OBSERVED CARDBOARD AT EL HARVEY HAULED BY WELLESLEY TRUCKING
,,GEN-SW,Notice Of Non-Compliance,8/24/17,,0,8/9/17 OBSERVED CARDBOARD AT MELROSE TS HAULED BY WASTE MGMT
,,GEN-SW,Notice Of Non-Compliance,8/24/17,,0,8/11/17 OBSERVED CARDBOARD & FOOD AT EL HARVEY TS/HAULER
,,GEN-SW,Notice Of Non-Compliance,8/14/17,,0,OBSERVED BOTTLES/CANS & CARDBOARD IN 19 OF 23 DUMPSTERS 7/25/2017 AT DEDHAM TS HAULED BY JRM
,,GEN-SW,Notice Of Non-Compliance,7/31/17,,0,"ORGANICS OBSERVED 6/30/2017 AT WHEELABRATOR NORTH ANDOVER, HAULED BY JRM"
,,GEN-SW,Notice Of Non-Compliance,7/31/17,,0,OBSERVED CARDBOARD & FOOD AT HOLLISTON TS ON 7/5/17 DELIVERED BY JRM
,,GEN-SW,Notice Of Non-Compliance,7/31/17,,0,PAPER AND CARDBOARD OBSERVED AT AUBURN TS 6/9/17 DELIVERED BY DIRTY GIRL DISPOSAL
,,GEN-SW,Notice Of Non-Compliance,7/31/17,,0,CARDBOARD OBSERVED AT DEDHAM TS 6/15/17 DELIVERED BY REPUBLIC SERVICES
,,GEN-SW,Notice Of Non-Compliance,7/26/17,,0,NON FOR DISPOSAL OF CARDBOARD AT BRAINTREE TS
,,GEN-SW,Notice Of Non-Compliance,7/26/17,,0,"NON FOR DISPOSAL OF COMMERCIAL ORGANIC MATERIAL AT BRAINTREE TS ON 6/15/17. FROM STAR MARKET AT 130 GRANITE STREET, QUINCY"
,,GEN-SW,Notice Of Non-Compliance,7/21/17,,0,"DISPOSAL OF CARDBOARD AT BRAINTREE TS ON JUNE 1, 2017"
,,GEN-SW,Notice Of Non-Compliance,7/21/17,,0,"FOR DISPOSAL OF CARDBOARD ON JUNE 15, 2017 AT BRAINTREE TS"
,,GEN-SW,Notice Of Non-Compliance,7/21/17,,0,"FOR DISPOSAL OF CARDBOARD AND COMMERCIAL ORGANIC MATERIAL ON JUNE 15, 2017 AT BRAINTREE TS"
,,HAULER,Notice Of Non-Compliance,11/15/19,,0,"CARDBOARD/SINGLE STREAM LOAD DISPOSED OF AT HOWARD BY A REPUBLIC TRUCK, REVERE HAULING DIVISION OBSERVED BY ROB TOCCHIO"
,,GEN-SW,Notice Of Non-Compliance,7/11/17,,0,"DISPOSAL OF CARDBOARD ON 6/15/17 AT BRAINTREE TS FROM AVALON BAY COMMUN, 155 KING STREET, COHASSET"
,,GEN-SW,Notice Of Non-Compliance,7/11/17,,0,DISPOSAL OF CARDBOARD AT BRAINTREE TS ON 6/15/17
,,GEN-SW,Notice Of Non-Compliance,7/11/17,,0,"DISPOSAL OF CARDBOARD AT BRAINTREE TS ON 6/15/17 FROM THE LEDGES, 1 AVALON DRIVE, WEYMOUTH, AND WEYMOUTH COMMONS, 80 DONALD STREET, WEYMOUTH"
,,GEN-SW,Notice Of Non-Compliance,6/27/17,,0,WASTE BAN CARDBOARD
,,GEN-SW,Notice Of Non-Compliance,6/27/17,,0,WASTE BAN CARDBOARD
,,HAULER,Notice Of Non-Compliance,10/30/19,,0,CARDBOARD VIOLATION OBSERVED AT HOLLISTON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,6/7/17,,0,LOAD OBSERVED ON 5/31/2017 AT FP MCNAMARA TRANSFER STATION IN SPRINGFIELD DELIVERED BY REPUBLIC SERVICES TRUCK #3002 CONTAINING RECYCLABLE PAPER (CARDBOARD).
,,GEN-SW,Notice Of Non-Compliance,6/5/17,,0,OBSERVED 4/7/2017 AT WHEELABRATOR MILLBURY IN WASTE MGMT TRUCK 411079
,,GEN-SW,Notice Of Non-Compliance,6/5/17,,0,OBSERVED 5/24/2017 AT LYNN TS IN EOMS TRUCK 25
,,HAULER,Notice Of Non-Compliance,8/18/20,,0,"CARDBOARD OBSERVED AT RAYNHAM TS, FRONT LOAD PACKER TRUCK"
,,GEN-SW,Notice Of Non-Compliance,6/5/17,,0,OBSERVED 4/19/2017 AT EL HARVEY
,,GEN-SW,Unilateral Administrative Order,5/12/17,,0,"DOUBLE S FARMS LLC ACCEPTED CRAMBERRY INDUSTRY WASTE, SAND WITH CLAM SHELLS AND STUMPS AND BRUSH FOR DISPOSAL"
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,NON FOR DISPOSAL OF CARDBOARD AT SAUGUS ON 3/31/17
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,NON FOR DISPOSAL OF CARDBOARD AT SAUGUS ON 3-31-17
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,NON FOR DISPOSAL OF CARDBOARD AT SAUGUS ON 3-31-17
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,"NON FOR DISPOSAL OF CARDBOARD, COMMERCIAL ORGANIC MATERIAL AND BOTTLES AND CANS AT SAUGUS ON 3-31-17"
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,DISPOSAL OF CARDBOARD AT SAUGUS ON 3/31/17
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,FOR DISPOSAL OF CARDBOARD AND COMMERCIAL ORGANIC MATERIAL AT SAUGUS ON 3/31/17
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,NON FOR DISPOSAL OF CARDBOARD AT SAUGUS ON 3/31/17. COLLECTED BY WASTE MANAGEMENT THROUGH CITY OF WOBURN CONTRACT.
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,NON FOR DISPOSAL OF CARDBOARD AND BOTTLES AND CANS AT SAUGUS ON 3/31/17
,,GEN-SW,Notice Of Non-Compliance,4/24/17,,0,NON FOR DISPOSAL OF CARDBOARD AT SAUGUS ON 3/31/17 FROM SHOWCASE CINEMA DELUX REVERE
,,GEN-SW,Notice Of Non-Compliance,4/21/17,,0,FOR WAST BAN VIOLATIONS OBSERVED 3/24/2017 AT LYNN TS
,,GEN-SW,Notice Of Non-Compliance,4/20/17,,0,OBSERVED 3/17/2017 AT PEABODY WOOD TS
,,HAULER,Notice Of Non-Compliance,2/12/20,,0,CARDBOARD OBS AT WHEELABRATOR SAUGUS ON 1/21/2020
,,HAULER,Notice Of Non-Compliance,2/12/20,,0,CARDBOARD OBS AT WHEELABRATOR SAUGUS 1/21/2020
,,HAULER,Notice Of Non-Compliance,1/16/20,,0,CARDBOARD OBS AT RAYNHAM TS. KNOWLINGLING DISPOSED OF RECYCLING (CARDBOARD)
,,GEN-SW,Notice Of Non-Compliance,4/20/17,,0,OBSERVED 3/17/2017 AT PEABODY WOOD TS
,,GEN-SW,Notice Of Non-Compliance,4/18/17,,0,FOR WASTE BAN VIOLATIONS OBSERVED 4/5/2017 AT HUDSON TS
,,GEN-SW,Notice Of Non-Compliance,4/18/17,,0,FOR WASTE BAN VIOLATIONS OBSERVED 3/28/2017 AT POST ROAD TRANSFER STATION
,,HAULER,Notice Of Non-Compliance,1/30/20,,0,CARDBOARD OBS AT BRAINTREE TS
,,GEN-SW,Notice Of Non-Compliance,4/18/17,,0,OBSERVED 4/3/2017 AT MELROSE TS
,,HAULER,Notice Of Non-Compliance,12/11/19,,0,CARDBOARD AND SINGLE STREAM OBSERVED AT BRAINTREE TS
,,GEN-SW,Notice Of Non-Compliance,4/18/17,,0,OBSERVED 4/3/2017 AT MELROSE TS
,,GEN-SW,Notice Of Non-Compliance,4/18/17,,0,FOR WASTE BAN VIOLATIONS OBSERVED 3/28/2017 AT POST ROAD TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,4/18/17,,0,OBSERVED 4/3/2017 AT MELROSE TS
,,GEN-SW,Notice Of Non-Compliance,4/18/17,,0,FOR WASTE BAN VIOLATIONS OBSERVED 3/22/2017 AT HUDSON TS
,,HAULER,Notice Of Non-Compliance,9/19/19,,0,"CARDBOARD AND PLASTIC, GLASS AND METAL CONTAINERS DISPOSED OF AT WHEELABRATOR SAUGUS"
,,HAULER,Notice Of Non-Compliance,10/28/19,,0,CARDBOARD AND METAL DISPOSED OF AT HOWARD OBSERVED 10/10/19
,,HAULER,Notice Of Non-Compliance,9/4/19,,0,C+D WASTE OVER 5YDS DISPOSED AT MELROSE TS 8/27/19
,,GEN-SW,Notice Of Non-Compliance,3/31/17,,0,OBSERVED 1/27/2017 AT LEOMINSTER TS
,,HAULER,Notice Of Non-Compliance,9/4/19,,0,C+D DISPOSED OF AT HOWARD TS 8/22/19
,,GEN-SW,Notice Of Non-Compliance,3/31/17,,0,OBSERVED 3/8/2017 AT AKS RECYCLING
,,GEN-SW,Notice Of Non-Compliance,3/30/17,,0,WASTE BAN NON FOR DISPOSAL OF CARDBOARD AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,3/30/17,,0,WASTE BAN NON FOR DISPOSAL OF CARDBOARD AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,3/30/17,,0,WASTE BAN NON FOR DISPOSAL OF CARDBOARD AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,3/30/17,,0,WASTE BAN NON FOR DISPOSAL OF CARDBOARD AT WHEELABRATOR SAUGUS
,,GEN-SW,Notice Of Non-Compliance,3/22/17,,0,WASTE BAN NONCOMPLIANCE (RECYCLABLE PAPER (CARDBOARD)) OBSERVED AT FP MCNAMARA TRANSFER STATION LOCATED AT 44 ROSE STREET IN SPRINGFIELD ON 3/16/2017.
,,GEN-SW,Notice Of Non-Compliance,3/22/17,,0,WASTE BAN NONCOMPLIANCE (RECYCLABLE PAPER (CARDBOARD)) OBSERVED AT FP MCNAMARA TRANSFER STATION LOCATED AT 44 ROSE STREET IN SPRINGFIELD ON 3/16/2017.
,,GEN-SW,Notice Of Non-Compliance,3/22/17,,0,WASTE BAN NONCOMPLIANCE (RECYCLABLE PAPER) OBSERVED AT FP MCNAMARA TRANSFER STATION LOCATED AT 44 ROSE STREET IN SPRINGFIELD ON 3/16/2017.
,,GEN-SW,Notice Of Non-Compliance,3/22/17,,0,WASTE BAN NONCOMPLIANCE (RECYCLABLE PAPER (CARDBOARD)) OBSERVED AT FP MCNAMARA TRANSFER STATION LOCATED AT 44 ROSE STREET IN SPRINGFIELD ON 3/16/2017.
,,GEN-SW,Notice Of Non-Compliance,3/15/17,,0,WASTE BAN NONCOMPLIANCE (RECYCLABLE PAPER (CARDBOARD)) OBSERVED ON 3/7/2017 AT K&W MATERIALS & RECYCLING LLC LOCATED AT 138 PALMER AVENUE IN WEST SPRINGFIELD.
,,GEN-SW,Notice Of Non-Compliance,3/15/17,,0,WASTE BAN NONCOMPLIANCE (RECYCLABLE PAPER (CARDBOARD)) OBSERVED ON 3/7/2017 AT K&W MATERIALS & RECYCLING LLC LOCATED AT 138 PALMER AVENUE IN WEST SPRINGFIELD.
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/24/2017 AT DEDHAM TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/27/2017 AT HUDSON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/11/2017 AT HOLLISTON TRANSFER STATION
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 12/28/2016 AT COVANT HAVERHILL FROM NASHUA STORE
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 1/27/2017 AT WHEELABRATOR NORTH ANDOVER
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,"OBSERVED 1/13/2017 AT PEABODY WOOD TS 326371 ARRIVING FROM 225 FALLON RD, STONEHAM"
,,HAULER,Notice Of Non-Compliance,10/2/19,,0,9/19/2019 OBSERVED RECYCLABLE PAPER (CARDBOARD) AT COVANTA BRAINTREE TRANSFER STATION. HAULER NON
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,"OBSERVED 1/6 & 2/24/2017 AT DEDHAM TRANSFER STATION 210299, ISSUED TO HEBREW SENIOR LIFE INC."
,,GEN-SW,Notice Of Non-Compliance,3/13/17,,0,OBSERVED 2/17/2017 AT MELROSE TRANSFER STATION 318664
